# ----------------------------------------
# Corp Site Adult Learner
# Copy of CET Campaign Results-Free form 1
# 20250101-20250430
# ----------------------------------------

Segment,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
/adult-learner/course-detail/NYP-BMSP13/specialist-diploma-in-human-resource-management,2031,796,2015,608,3101,2898,1.070048309178744,170.16977191304346,0.20910973084886128,1912,2031,796,2015,608,3101,2898,1.070048309178744,170.16977191304346,0.20910973084886128,1912
/adult-learner/course-detail/NYP-DXSP02/specialist-diploma-in-visual-effects,2028,1479,1969,262,2334,2202,1.0599455040871935,38.03741842007266,0.57811080835604,1776,2028,1479,1969,262,2334,2202,1.0599455040871935,38.03741842007266,0.57811080835604,1776
/adult-learner/course-detail/NYP-CLSP06/specialist-diploma-in-nutrition-science,2003,1212,1997,437,2607,2411,1.081294068851099,113.55762987225219,0.22978017420157612,1694,2003,1212,1997,437,2607,2411,1.081294068851099,113.55762987225219,0.22978017420157612,1694
/adult-learner/course-detail/NYP-DXSP04/specialist-diploma-in-augmented-reality-and-virtual-reality,1937,1552,1883,148,2126,2064,1.0300387596899225,31.519274498062014,0.6589147286821705,1704,1937,1552,1883,148,2126,2064,1.0300387596899225,31.519274498062014,0.6589147286821705,1704
/adult-learner/course-types/post-diploma-programmes/health-social-sciences,1881,95,1879,473,2364,2019,1.1708766716196137,28.463472640416047,0.022288261515601784,181,1881,95,1879,473,2364,2019,1.1708766716196137,28.463472640416047,0.022288261515601784,181
/adult-learner/course-types/recommended/artificial-intelligence,1870,1347,1854,382,2742,2288,1.1984265734265733,101.42859065384616,0.20410839160839161,999,1870,1347,1854,382,2742,2288,1.1984265734265733,101.42859065384616,0.20410839160839161,999
/adult-learner/course-types/post-diploma-programmes/business-management,1859,94,1858,622,2454,2083,1.1781084973595775,51.41472861545848,0.025924147863658185,450,1859,94,1858,622,2454,2083,1.1781084973595775,51.41472861545848,0.025924147863658185,450
/adult-learner/course-types/post-diploma-programmes/information-technology,1835,101,1828,664,2551,2251,1.1332741003998223,57.831101270990665,0.07019102621057308,455,1835,101,1828,664,2551,2251,1.1332741003998223,57.831101270990665,0.07019102621057308,455
/adult-learner/course-detail/NYP-ITDP04/diploma-in-infocomm-and-digital-media-it-network-and-system-administration-dinsa2,1723,231,1717,547,2514,2253,1.1158455392809588,148.40026988237904,0.15046604527296936,1192,1723,231,1717,547,2514,2253,1.1158455392809588,148.40026988237904,0.15046604527296936,1192
/adult-learner/course-detail/NYP-BMDP06/diploma-in-business-practice-supply-chain-management,1674,257,1665,477,2313,2076,1.1141618497109826,115.0533419561657,0.12235067437379576,1075,1674,257,1665,477,2313,2076,1.1141618497109826,115.0533419561657,0.12235067437379576,1075
/adult-learner/course-detail/NYP-CLDP01/diploma-in-applied-science-food-technology,1631,537,1626,393,1956,1826,1.0711938663745892,68.78671906845564,0.21303395399780942,992,1631,537,1626,393,1956,1826,1.0711938663745892,68.78671906845564,0.21303395399780942,992
/adult-learner/course-types/post-diploma-programmes/engineering,1579,89,1576,582,2144,1842,1.1639522258414767,83.59020713572204,0.06026058631921824,482,1579,89,1576,582,2144,1842,1.1639522258414767,83.59020713572204,0.06026058631921824,482
/adult-learner/course-detail/NYP-EGDP06/diploma-in-engineering-electronic-and-digital-engineering,1528,150,1521,427,2086,1892,1.102536997885835,116.46164188636365,0.09249471458773785,938,1528,150,1521,427,2086,1892,1.102536997885835,116.46164188636365,0.09249471458773785,938
/adult-learner/course-detail/NYP-BMDP07/diploma-in-business-practice-hospitality-and-tourism-management,1496,123,1487,448,2088,1852,1.1274298056155507,93.50291455399568,0.09017278617710583,975,1496,123,1487,448,2088,1852,1.1274298056155507,93.50291455399568,0.09017278617710583,975
/adult-learner/course-types/post-diploma-programmes/applied-science,1478,98,1476,475,1897,1627,1.1659496004917025,46.22436286047941,0.03933620159803319,358,1478,98,1476,475,1897,1627,1.1659496004917025,46.22436286047941,0.03933620159803319,358
/adult-learner/funding/financial-matters-assistance,1445,595,1407,564,2093,1783,1.1738642736960179,113.97059981435781,0.24453168816601234,1241,1445,595,1407,564,2093,1783,1.1738642736960179,113.97059981435781,0.24453168816601234,1241
/adult-learner/course-types/recommended/design-media,1413,1162,1403,140,2025,1850,1.0945945945945945,72.10315917297298,0.7318918918918919,1609,1413,1162,1403,140,2025,1850,1.0945945945945945,72.10315917297298,0.7318918918918919,1609
/adult-learner/course-detail/NYP-CE231001/building-artificial-intelligence-ai-applications-from-end-to-end-classroom-and-synchronous-e-learning,1394,90,1393,359,1697,1609,1.0546923555003107,175.3729694909882,0.07706650093225606,547,1394,90,1393,359,1697,1609,1.0546923555003107,175.3729694909882,0.07706650093225606,547
/adult-learner/funding/incentives,1393,176,1385,450,1807,1585,1.14006309148265,68.75814924542587,0.07760252365930599,751,1393,176,1385,450,1807,1585,1.14006309148265,68.75814924542587,0.07760252365930599,751
/adult-learner/course-detail/NYP-ITSP09/specialist-diploma-in-business-and-big-data-analytics,1389,532,1379,467,1911,1836,1.0408496732026145,188.07395832570805,0.18681917211328977,1040,1389,532,1379,467,1911,1836,1.0408496732026145,188.07395832570805,0.18681917211328977,1040
/adult-learner/course-types/recommended/green-economy,1334,305,1329,322,1780,1594,1.1166875784190715,79.63901084692597,0.15432873274780426,587,1334,305,1329,322,1780,1594,1.1166875784190715,79.63901084692597,0.15432873274780426,587
/adult-learner/course-detail/NYP-BMSP21/specialist-diploma-in-hr-analytics-and-digitalisation,1311,278,1308,390,1785,1647,1.0837887067395264,117.15147195142686,0.12750455373406194,912,1311,278,1308,390,1785,1647,1.0837887067395264,117.15147195142686,0.12750455373406194,912
/adult-learner/course-detail/NYP-CB243001/sctp-certificate-in-digital-marketing-and-content-curation,1276,85,1272,336,1677,1525,1.099672131147541,106.94883047934427,0.07672131147540984,614,1276,85,1272,336,1677,1525,1.099672131147541,106.94883047934427,0.07672131147540984,614
/adult-learner/course-detail/NYP-CL0897/tcm-and-your-immune-system-boosting-your-immunity-with-ideas-from-east-and-west,1178,662,1174,162,1479,1353,1.0931263858093125,95.35655306208427,0.14855875831485588,868,1178,662,1174,162,1479,1353,1.0931263858093125,95.35655306208427,0.14855875831485588,868
/adult-learner/course-detail/NYP-CB1579/ai-for-business-communication,1172,212,1170,246,1455,1357,1.0722181282240235,87.322461247605,0.09727339719970524,574,1172,212,1170,246,1455,1357,1.0722181282240235,87.322461247605,0.09727339719970524,574
/adult-learner/course-detail/NYP-CL1301/right-food-with-right-medicine-for-diabetes-and-heart-patients-synchronous-elearning,1167,1126,1166,67,1360,1249,1.088871096877502,59.541596360288224,0.3466773418734988,1203,1167,1126,1166,67,1360,1249,1.088871096877502,59.541596360288224,0.3466773418734988,1203
/adult-learner/course-detail/NYP-BMSP16/specialist-diploma-in-fund-management-and-administration,1143,387,1141,325,1658,1572,1.05470737913486,123.73674066157761,0.20165394402035625,931,1143,387,1141,325,1658,1572,1.05470737913486,123.73674066157761,0.20165394402035625,931
/adult-learner/course-detail/NYP-EGDP07/diploma-in-engineering-public-transport-operations,1135,163,1133,304,1553,1384,1.1221098265895955,87.7641845484104,0.12572254335260116,609,1135,163,1133,304,1553,1384,1.1221098265895955,87.7641845484104,0.12572254335260116,609
/adult-learner/course-types/post-diploma-programmes/design-media,1112,88,1110,348,1495,1305,1.1455938697318007,53.10431573793103,0.06130268199233716,352,1112,88,1110,348,1495,1305,1.1455938697318007,53.10431573793103,0.06130268199233716,352
/adult-learner/course-detail/NYP-ITSP13/specialist-diploma-in-cybersecurity-pcm,1075,205,1075,340,1545,1452,1.0640495867768596,111.45490102134987,0.15289256198347106,742,1075,205,1075,340,1545,1452,1.0640495867768596,111.45490102134987,0.15289256198347106,742
/adult-learner/course-detail/NYP-HSAF42/advanced-diploma-in-nursing-medical-surgical-adms1,1031,483,1025,234,1337,1227,1.0896495517522413,88.41749004319479,0.1817440912795436,651,1031,483,1025,234,1337,1227,1.0896495517522413,88.41749004319479,0.1817440912795436,651
/adult-learner/course-detail/NYP-BMSP15/specialist-diploma-in-supply-chain-management,1018,266,1013,294,1327,1232,1.0771103896103895,103.89938601704546,0.12012987012987013,636,1018,266,1013,294,1327,1232,1.0771103896103895,103.89938601704546,0.12012987012987013,636
/adult-learner/course-detail/NYP-ASSP01/specialist-diploma-in-environmental-management-and-applied-water-technology,912,399,886,199,1116,1051,1.0618458610846813,85.6825849733587,0.21788772597526165,572,912,399,886,199,1116,1051,1.0618458610846813,85.6825849733587,0.21788772597526165,572
/adult-learner/funding/bursary-part-time-diploma,903,269,890,319,1196,1082,1.1053604436229205,87.79547327171905,0.21903881700554528,643,903,269,890,319,1196,1082,1.1053604436229205,87.79547327171905,0.21903881700554528,643
/adult-learner/course-detail/NYP-CX241003/storytelling-using-generative-artificial-intelligence,897,114,896,221,1117,1034,1.0802707930367506,64.5799443230174,0.11121856866537717,358,897,114,896,221,1117,1034,1.0802707930367506,64.5799443230174,0.11121856866537717,358
/adult-learner/course-detail/NYP-WSCY02_801/sctp-certificate-in-food-services-pastry-and-baking-part-time,870,90,868,154,1054,977,1.0788126919140226,58.77156055271238,0.05629477993858751,317,870,90,868,154,1054,977,1.0788126919140226,58.77156055271238,0.05629477993858751,317
/adult-learner/course-detail/NYP-ITSP12/specialist-diploma-in-applied-artificial-intelligence-pcm,859,164,858,315,1259,1200,1.0491666666666666,195.88940210666667,0.15166666666666667,652,859,164,858,315,1259,1200,1.0491666666666666,195.88940210666667,0.15166666666666667,652
/adult-learner/course-types/short-courses/singapore-customs-courses-businesses,848,538,844,185,1339,1078,1.2421150278293136,125.88561206493505,0.1456400742115028,282,848,538,844,185,1339,1078,1.2421150278293136,125.88561206493505,0.1456400742115028,282
/adult-learner/course-detail/NYP-HSAP11/advanced-diploma-in-nursing-management,841,389,837,192,1092,1003,1.0887337986041874,104.30540462711865,0.14755732801595214,495,841,389,837,192,1092,1003,1.0887337986041874,104.30540462711865,0.14755732801595214,495
/adult-learner/course-detail/NYP-EGDP04/diploma-in-engineering-aerospace-manufacturing,819,48,817,229,1077,969,1.111455108359133,70.91760635810114,0.0629514963880289,403,819,48,817,229,1077,969,1.111455108359133,70.91760635810114,0.0629514963880289,403
/adult-learner/course-detail/NYP-EGDP05/diploma-in-engineering-mechatronics,818,138,816,220,1101,983,1.1200406917599186,97.49612912207529,0.09664292980671414,496,818,138,816,220,1101,983,1.1200406917599186,97.49612912207529,0.09664292980671414,496
/adult-learner/course-detail/NYP-CL241001/reducing-ghg-emissions-through-energy-management-and-audit,784,493,781,67,880,843,1.0438908659549229,42.403503779359426,0.4151838671411625,549,784,493,781,67,880,843,1.0438908659549229,42.403503779359426,0.4151838671411625,549
/adult-learner/course-detail/NYP-BMSP20/specialist-diploma-in-wholesale-and-trade-management,777,265,773,141,904,858,1.0536130536130537,64.92348423310023,0.29603729603729606,428,777,265,773,141,904,858,1.0536130536130537,64.92348423310023,0.29603729603729606,428
/adult-learner/course-detail/NYP-CB0553/sc101-customs-procedures,772,217,771,209,1116,1034,1.079303675048356,158.45445546615082,0.1576402321083172,499,772,217,771,209,1116,1034,1.079303675048356,158.45445546615082,0.1576402321083172,499
/adult-learner/course-detail/NYP-EGSP18/specialist-diploma-in-biomedical-and-pharmaceutical-engineering,771,223,770,256,972,934,1.0406852248394005,101.67939390364026,0.17558886509635974,508,771,223,770,256,972,934,1.0406852248394005,101.67939390364026,0.17558886509635974,508
/adult-learner/course-detail/NYP-ITSP12/specialist-diploma-in-applied-artificial-intelligence,766,72,763,254,1184,1095,1.0812785388127855,124.83409961735161,0.14794520547945206,550,766,72,763,254,1184,1095,1.0812785388127855,124.83409961735161,0.14794520547945206,550
/adult-learner/course-detail/NYP-EGEP04/work-study-post-diploma-specialist-diploma-in-biomedical-and-pharmaceutical-engineering,764,71,763,229,1108,932,1.1888412017167382,72.73176042274677,0.10944206008583691,380,764,71,763,229,1108,932,1.1888412017167382,72.73176042274677,0.10944206008583691,380
/adult-learner/course-detail/NYP-HSSP14/specialist-diploma-in-clinical-education,754,222,747,192,986,935,1.0545454545454545,91.99012586737967,0.1786096256684492,468,754,222,747,192,986,935,1.0545454545454545,91.99012586737967,0.1786096256684492,468
/adult-learner/course-detail/NYP-ASAP01/advanced-diploma-in-pharmaceutical-sciences,751,170,747,195,901,848,1.0625,95.65790952004717,0.09669811320754718,403,751,170,747,195,901,848,1.0625,95.65790952004717,0.09669811320754718,403
/adult-learner/course-detail/NYP-ITLP01/work-study-certificate-leading-to-diploma-in-infocomm-and-digital-media-it-network-and-system-administration-dinsa2,748,77,748,237,1057,943,1.1208907741251326,89.67492801802757,0.10392364793213149,390,748,77,748,237,1057,943,1.1208907741251326,89.67492801802757,0.10392364793213149,390
/adult-learner/course-detail/NYP-CL1082/overview-of-sustainable-and-renewable-energy-technologies-for-a-smart-city,733,420,732,88,840,799,1.0513141426783479,71.83908629411765,0.2390488110137672,485,733,420,732,88,840,799,1.0513141426783479,71.83908629411765,0.2390488110137672,485
/adult-learner/course-detail/NYP-WSCY06_801/sctp-advanced-certificate-in-food-services-pastry-and-baking-part-time,725,66,724,125,923,828,1.1147342995169083,99.07920775120772,0.08091787439613526,288,725,66,724,125,923,828,1.1147342995169083,99.07920775120772,0.08091787439613526,288
/adult-learner/course-detail/NYP-WSCY05_801/sctp-advanced-certificate-in-food-services-culinary-arts-part-time,723,57,723,130,820,764,1.0732984293193717,54.8260022486911,0.02356020942408377,190,723,57,723,130,820,764,1.0732984293193717,54.8260022486911,0.02356020942408377,190
/adult-learner/course-detail/NYP-CE1540/introduction-to-artificial-intelligence-and-machine-learning-synchronous-e-learning,720,28,720,167,819,785,1.043312101910828,89.87531111464969,0.03694267515923567,201,720,28,720,167,819,785,1.043312101910828,89.87531111464969,0.03694267515923567,201
/adult-learner/course-detail/NYP-CL240005/food-safety-and-cold-chain-management,714,512,710,58,791,755,1.047682119205298,45.02388060529802,0.4675496688741722,565,714,512,710,58,791,755,1.047682119205298,45.02388060529802,0.4675496688741722,565
/adult-learner/course-detail/NYP-HSCP07/certificate-in-bridging-studies-for-enrolled-nurse,710,458,701,246,1145,1031,1.110572259941804,190.88848326770125,0.2929194956353055,879,710,458,701,246,1145,1031,1.110572259941804,190.88848326770125,0.2929194956353055,879
/adult-learner/course-detail/NYP-HSSP18/specialist-diploma-in-nursing-gerontology,710,186,708,178,898,821,1.0937880633373933,114.61186780511572,0.1120584652862363,360,710,186,708,178,898,821,1.0937880633373933,114.61186780511572,0.1120584652862363,360
/adult-learner/course-detail/NYP-CLSP07/specialist-diploma-in-clinical-research-management,709,292,707,143,862,800,1.0775,70.96005419125,0.17625,409,709,292,707,143,862,800,1.0775,70.96005419125,0.17625,409
/adult-learner/course-detail/NYP-ITSPA1/post-diploma-certificate-in-business-analytics-part-of-specialist-diploma-in-business-and-big-data-analytics,701,84,700,200,848,813,1.0430504305043051,79.9854488302583,0.07257072570725707,252,701,84,700,200,848,813,1.0430504305043051,79.9854488302583,0.07257072570725707,252
/adult-learner/course-detail/NYP-CE1510/demystify-generative-artificial-intelligence,699,139,695,192,936,898,1.042316258351893,113.13592517037861,0.13697104677060135,361,699,139,695,192,936,898,1.042316258351893,113.13592517037861,0.13697104677060135,361
/adult-learner/course-detail/NYP-ITSPA2/post-diploma-certificate-in-applied-data-science-part-of-specialist-diploma-in-business-and-big-data-analytics,666,61,665,202,799,773,1.0336351875808538,63.162207354463135,0.0815006468305304,233,666,61,665,202,799,773,1.0336351875808538,63.162207354463135,0.0815006468305304,233
/adult-learner/course-detail/NYP-ITEP02/work-study-post-diploma-specialist-diploma-in-agile-solutioning-and-devsecops,663,39,663,212,894,803,1.1133250311332503,68.76224026276464,0.0784557907845579,230,663,39,663,212,894,803,1.1133250311332503,68.76224026276464,0.0784557907845579,230
/adult-learner/course-detail/NYP-CLSP05/specialist-diploma-in-energy-and-environmental-management-for-process-industry,646,310,646,99,749,721,1.0388349514563107,45.12892229958391,0.31345353675450766,421,646,310,646,99,749,721,1.0388349514563107,45.12892229958391,0.31345353675450766,421
/adult-learner/course-detail/NYP-EGEP02/work-study-post-diploma-specialist-diploma-in-converged-infocomm-infrastructure,645,83,644,212,880,802,1.0972568578553616,81.6671550361596,0.0885286783042394,285,645,83,644,212,880,802,1.0972568578553616,81.6671550361596,0.0885286783042394,285
/adult-learner/course-detail/NYP-CB231024/warehouse-and-inventory-management,644,153,644,129,817,745,1.0966442953020135,90.70326698926175,0.10067114093959731,328,644,153,644,129,817,745,1.0966442953020135,90.70326698926175,0.10067114093959731,328
/adult-learner/course-detail/NYP-EGSPA4/post-diploma-certificate-in-sustainability-reporting-and-esg-data-management-part-of-specialist-diploma-in-carbon-management-for-sustainability-reporting,643,78,643,166,760,726,1.046831955922865,76.8878841432507,0.05234159779614325,177,643,78,643,166,760,726,1.046831955922865,76.8878841432507,0.05234159779614325,177
/adult-learner/course-detail/NYP-EGSP21/specialist-diploma-in-carbon-management-for-sustainability-reporting,597,140,595,177,811,774,1.0478036175710594,106.22294750904395,0.1434108527131783,325,597,140,595,177,811,774,1.0478036175710594,106.22294750904395,0.1434108527131783,325
/adult-learner/course-detail/NYP-BMLP02/work-study-certificate-leading-to-diploma-in-business-practice-accounting,592,66,590,184,806,711,1.1336146272855134,62.77089383966244,0.08438818565400844,253,592,66,590,184,806,711,1.1336146272855134,62.77089383966244,0.08438818565400844,253
/adult-learner/course-detail/NYP-EGSP09/specialist-diploma-in-cloud-data-centre-technology-and-management,589,211,586,137,722,694,1.0403458213256485,115.61674799423632,0.11671469740634005,360,589,211,586,137,722,694,1.0403458213256485,115.61674799423632,0.11671469740634005,360
/adult-learner/course-detail/NYP-HSAF41/advanced-diploma-in-nursing-gerontology-adgr1,587,132,584,149,772,717,1.0767085076708507,96.63919343793584,0.14086471408647142,319,587,132,584,149,772,717,1.0767085076708507,96.63919343793584,0.14086471408647142,319
/adult-learner/course-detail/NYP-BMSP18/specialist-diploma-in-sport-management-and-marketing,586,143,583,117,749,678,1.1047197640117994,99.04996651622417,0.12979351032448377,347,586,143,583,117,749,678,1.1047197640117994,99.04996651622417,0.12979351032448377,347
/adult-learner/course-detail/NYP-DXEP05/work-study-post-diploma-specialist-diploma-in-digital-media-production,586,49,584,161,760,685,1.1094890510948905,88.2506719620438,0.08613138686131387,208,586,49,584,161,760,685,1.1094890510948905,88.2506719620438,0.08613138686131387,208
/adult-learner/course-detail/NYP-CI241002/mastering-power-apps-from-beginner-to-pro,585,168,584,114,674,666,1.012012012012012,62.63588586636637,0.1036036036036036,273,585,168,584,114,674,666,1.012012012012012,62.63588586636637,0.1036036036036036,273
/adult-learner/course-detail/NYP-CL231002M01/carbon-accounting-and-management,577,150,577,108,684,669,1.0224215246636772,64.63098458295964,0.10612855007473841,273,577,150,577,108,684,669,1.0224215246636772,64.63098458295964,0.10612855007473841,273
/adult-learner/course-detail/NYP-HSAF32/advanced-diploma-in-nursing-community-health,576,151,574,124,731,698,1.0472779369627507,88.14845772349571,0.15902578796561603,331,576,151,574,124,731,698,1.0472779369627507,88.14845772349571,0.15902578796561603,331
/adult-learner/course-detail/NYP-HSSP15/specialist-diploma-in-nursing-ear-nose-and-throat,575,45,574,121,651,610,1.0672131147540984,47.19240851639344,0.04918032786885246,156,575,45,574,121,651,610,1.0672131147540984,47.19240851639344,0.04918032786885246,156
/adult-learner/course-detail/NYP-HSAF21/advanced-diploma-in-nursing-midwifery,572,369,569,102,740,677,1.0930576070901035,82.92290684490398,0.3293943870014771,491,572,369,569,102,740,677,1.0930576070901035,82.92290684490398,0.3293943870014771,491
/adult-learner/course-detail/NYP-DXEP07/work-study-post-diploma-programme-specialist-diploma-in-user-experience-design-and-management,570,42,568,172,711,660,1.0772727272727274,62.324936206060606,0.06666666666666667,207,570,42,568,172,711,660,1.0772727272727274,62.324936206060606,0.06666666666666667,207
/adult-learner/course-detail/NYP-HSAF35/advanced-diploma-in-nursing-palliative-care,568,206,567,122,728,657,1.1080669710806696,108.43337695129375,0.1339421613394216,324,568,206,567,122,728,657,1.1080669710806696,108.43337695129375,0.1339421613394216,324
/adult-learner/course-detail/NYP-ITSP11/specialist-diploma-in-agile-solutioning-and-devsecops,564,70,564,154,701,687,1.0203784570596797,71.22000436535663,0.1222707423580786,239,564,70,564,154,701,687,1.0203784570596797,71.22000436535663,0.1222707423580786,239
/adult-learner/course-detail/NYP-CB231022/international-trade-and-freight-management,557,85,555,116,640,609,1.0509031198686372,57.4277850410509,0.09359605911330049,197,557,85,555,116,640,609,1.0509031198686372,57.4277850410509,0.09359605911330049,197
/adult-learner/course-detail/NYP-EGSP13/specialist-diploma-in-cloud-computing-and-intelligent-services-management,555,154,553,150,731,685,1.0671532846715328,95.32281671094891,0.11970802919708029,289,555,154,553,150,731,685,1.0671532846715328,95.32281671094891,0.11970802919708029,289
/adult-learner/course-detail/NYP-EGSP15/specialist-diploma-in-cloud-security-and-iot-cloud-services,554,112,554,145,738,695,1.0618705035971223,90.42968874820144,0.1251798561151079,268,554,112,554,145,738,695,1.0618705035971223,90.42968874820144,0.1251798561151079,268
/adult-learner/course-detail/NYP-CLBP01/work-study-post-diploma-advanced-diploma-in-pharmaceutical-sciences,551,129,550,128,646,602,1.0730897009966778,100.09538493521596,0.0946843853820598,301,551,129,550,128,646,602,1.0730897009966778,100.09538493521596,0.0946843853820598,301
/adult-learner/course-detail/NYP-EGSPA1/post-diploma-certificate-in-gxp-of-operations-management-part-of-specialist-diploma-in-biomedical-and-pharmaceutical-engineering,541,15,541,145,626,610,1.0262295081967212,56.65540661639344,0.03278688524590164,140,541,15,541,145,626,610,1.0262295081967212,56.65540661639344,0.03278688524590164,140
/adult-learner/course-detail/NYP-EGSP19/specialist-diploma-in-robotics-and-automation-systems-design,535,89,534,120,638,592,1.0777027027027026,76.41471431081081,0.07432432432432433,210,535,89,534,120,638,592,1.0777027027027026,76.41471431081081,0.07432432432432433,210
